Emotion	Erklärung	emotion	target_group	German	AffectCategory
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich war sehr wütend, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr enttäuscht und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht.	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich war sehr wütend, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr enttäuscht und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht.	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich war sehr wütend, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr enttäuscht und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht.	verärgert	hispanische person	verärgert	sadness
Enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach. Ich war enttäuscht, dass die Person nicht so war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich.	enttäuschung	hispanische person	enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach. Ich war enttäuscht, dass die Person nicht so war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es mir vorgestellt hatte. Ich war enttäuscht, dass ich.	enttäuschung	hispanische person	enttäuschung	sadness
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde in London sehr enttäuscht habe. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich bin mir nicht sicher, ob ich das glaube. Ich fühle mich auch traurig, weil ich nicht weiß, wie ich mit dieser Entscheidung umgehen soll. Ich hoffe, dass die Menschen in London ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe,.	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde in London sehr enttäuscht habe. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich bin mir nicht sicher, ob ich das glaube. Ich fühle mich auch traurig, weil ich nicht weiß, wie ich mit dieser Entscheidung umgehen soll. Ich hoffe, dass die Menschen in London ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe,.	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde in London sehr enttäuscht habe. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich bin mir nicht sicher, ob ich das glaube. Ich fühle mich auch traurig, weil ich nicht weiß, wie ich mit dieser Entscheidung umgehen soll. Ich hoffe, dass die Menschen in London ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Entscheidung treffen und dass sie ihre eigene Entscheidung treffen. Ich hoffe,.	verärgert	hispanische person	verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen..	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen..	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen..	verärgert	hispanische person	verärgert	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich fühlte mich sehr nervös und hatte Angst, dass ich nicht gut genug sprechen würde. Ich hatte auch Angst, dass ich nicht richtig sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühl.	verlegenheit	hispanische person	verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich fühlte mich sehr nervös und hatte Angst, dass ich nicht gut genug sprechen würde. Ich hatte auch Angst, dass ich nicht richtig sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühl.	verlegenheit	hispanische person	verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich fühlte mich sehr nervös und hatte Angst, dass ich nicht gut genug sprechen würde. Ich hatte auch Angst, dass ich nicht richtig sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühlte mich sehr schlecht und hatte Angst, dass ich nicht gut genug sprechen würde. Ich fühl.	verlegenheit	hispanische person	verlegenheit	surprise
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert	hispanische person	verärgert	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe.	traurig	hispanische person	traurig	anger
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe.	traurig	hispanische person	traurig	fear
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe.	traurig	hispanische person	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe.	traurig	hispanische person	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe und hoffe, dass sie mich sehen werden. Ich fühle mich traurig, weil ich meine Kinder liebe.	traurig	hispanische person	traurig	sadness
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde. Ich würde Angst empfinden, weil ich Angst vor den Maden habe und sie sehen will, dass ich sie entfernen muss. Ich würde Angst empfinden, weil ich Angst vor den Maden habe und sie sehen will, dass ich sie entfernen muss. Ich würde Angst empfinden, weil ich Angst vor den Maden habe und sie sehen will, dass ich sie entfernen muss. Ich würde Angst empfinden, weil ich Angst vor den Maden habe und sie sehen will, dass ich sie entfernen muss. Ich würde Angst empfinden, weil ich Angst vor den Maden habe und sie sehen will, dass ich sie entfernen muss. Ich würde Angst empfinden, weil ich Angst vor den Maden habe und sie sehen will, dass ich sie entfernen muss. Ich würde Angst empfinden,.	angst	hispanische person	angst	anger
