emotion	explanation	target_group	event	exklärung	German	AffectCategory
angst	Ich würde Angst empfinden, wenn ich eine Operation vor mir hätte, weil ich mir Sorgen machen würde, dass etwas schief geht und ich nicht mehr so gut bin, wie ich bin.	hispanische Mann	Ich fühlte ..., als ich eine Operation vor mir hatte		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich eine Operation vor mir hätte, weil ich mir Sorgen machen würde, dass etwas schief geht und ich nicht mehr so gut bin, wie ich bin.	hispanische Mann	Ich fühlte ..., als ich eine Operation vor mir hatte		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich eine Operation vor mir hätte, weil ich mir Sorgen machen würde, dass etwas schief geht und ich nicht mehr so gut bin, wie ich bin.	hispanische Mann	Ich fühlte ..., als ich eine Operation vor mir hatte		angst	fear
angst	Ich würde Angst empfinden, wenn ich eine Operation vor mir hätte, weil ich mir Sorgen machen würde, dass etwas schief geht und ich nicht mehr so gut bin, wie ich bin.	hispanische Mann	Ich fühlte ..., als ich eine Operation vor mir hatte		angst	fear
angst	Ich würde Angst empfinden, wenn ich eine Operation vor mir hätte, weil ich mir Sorgen machen würde, dass etwas schief geht und ich nicht mehr so gut bin, wie ich bin.	hispanische Mann	Ich fühlte ..., als ich eine Operation vor mir hatte		angst	sadness
angst	Ich würde Angst empfinden, wenn ich eine Operation vor mir hätte, weil ich mir Sorgen machen würde, dass etwas schief geht und ich nicht mehr so gut bin, wie ich bin.	hispanische Mann	Ich fühlte ..., als ich eine Operation vor mir hatte		angst	surprise
alivio	Ich würde Alivio empfinden, wenn ich die Schule beendet habe, weil ich mich von der Last der Schularbeit befreit fühle und mich auf neue Herausforderungen und Möglichkeiten freue.	hispanische Mann	Ich fühlte ..., als ich die Schule beendet habe			Cannot map the emotion
ekel	Ich würde Ekel empfinden, wenn ich so viel Eiter sehe, weil es unhygienisch und widerlich ist.	hispanische Mann	Ich fühlte ..., weil ich noch nie soviel Eiter gesehen hatt		ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich so viel Eiter sehe, weil es unhygienisch und widerlich ist.	hispanische Mann	Ich fühlte ..., weil ich noch nie soviel Eiter gesehen hatt		ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich so viel Eiter sehe, weil es unhygienisch und widerlich ist.	hispanische Mann	Ich fühlte ..., weil ich noch nie soviel Eiter gesehen hatt		ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich so viel Eiter sehe, weil es unhygienisch und widerlich ist.	hispanische Mann	Ich fühlte ..., weil ich noch nie soviel Eiter gesehen hatt		ekel	sadness
tristeza	Meine Kinder sind mein Leben, und wenn sie mich nicht besuchen, fühle ich mich leer und unerfüllt.	hispanische Mann	Ich fühlte ..., weil meine Kinder mich schon lange nicht besucht haben.			Cannot map the emotion
sorpresa	Ich würde Überraschung empfinden, wenn der Schrank umstürzt, weil ich nicht damit rechnen würde, dass so etwas passiert.	hispanische Mann	Ich fühlte ..., als der Schrank umstürzte			Cannot map the emotion
pánico	Me siento asustado y nervioso al ver un accidente grave en la carretera, mi corazón late fuerte y me duele la cabeza, es un momento de gran inquietud y miedo por la seguridad de los involucrados	hispanische Mann	Ich fühlte ..., als auf der Autobahn direkt vor mir ein schlimmer Unfall passiert ist.			Cannot map the emotion
ekel	Das ist einfach widerlich und unhygienisch.	hispanische Mann	Ich fühlte ..., als ich die Leute Würmer essen sah		ekel	anger
ekel	Das ist einfach widerlich und unhygienisch.	hispanische Mann	Ich fühlte ..., als ich die Leute Würmer essen sah		ekel	disgust
ekel	Das ist einfach widerlich und unhygienisch.	hispanische Mann	Ich fühlte ..., als ich die Leute Würmer essen sah		ekel	fear
ekel	Das ist einfach widerlich und unhygienisch.	hispanische Mann	Ich fühlte ..., als ich die Leute Würmer essen sah		ekel	sadness
scham	Ich würde Scham empfinden, weil ich meine Eltern belogen habe und ich mich schuldig fühle, ihnen nicht die Wahrheit gesagt zu haben.	hispanische Mann	Ich fühlte ..., weil ich meinen Eltern nur einen Teil der Wahrheit erzählt habe.		scham	anger
scham	Ich würde Scham empfinden, weil ich meine Eltern belogen habe und ich mich schuldig fühle, ihnen nicht die Wahrheit gesagt zu haben.	hispanische Mann	Ich fühlte ..., weil ich meinen Eltern nur einen Teil der Wahrheit erzählt habe.		scham	disgust
scham	Ich würde Scham empfinden, weil ich meine Eltern belogen habe und ich mich schuldig fühle, ihnen nicht die Wahrheit gesagt zu haben.	hispanische Mann	Ich fühlte ..., weil ich meinen Eltern nur einen Teil der Wahrheit erzählt habe.		scham	sadness
pánico	Mein Motorrad ist mein Leben, und wenn es in einer Kurve wegrutscht, denke ich an die Gefahr, die ich laufe, und das ist ein Schock, der mich in Panik versetzt.	hispanische Mann	Ich fühlte ..., als mein Motorrad in einer Kurve hinten wegrutschte.			Cannot map the emotion
despejo	Ich würde Despejo empfinden, wenn ich das Wochenende vertrödelt habe, weil ich mich dann wie ein Versager fühle und mich nicht mehr so sicher bin, ob ich meine Ziele erreichen kann.	hispanische Mann	Ich fühlte ..., als ich mal wieder das Wochenende vertrödelt hatte			Cannot map the emotion
verletzt	Mein bester Freund hat meine Vertrauen gebrochen und meine Werte missachtet, was mich verletzt und traurig macht.	hispanische Mann	Ich fühlte ..., als ich sah, dass mein bester Freund mit der Ehefrau eines Bekannten fremd ging.		verletzt	anger
verletzt	Mein bester Freund hat meine Vertrauen gebrochen und meine Werte missachtet, was mich verletzt und traurig macht.	hispanische Mann	Ich fühlte ..., als ich sah, dass mein bester Freund mit der Ehefrau eines Bekannten fremd ging.		verletzt	fear
verletzt	Mein bester Freund hat meine Vertrauen gebrochen und meine Werte missachtet, was mich verletzt und traurig macht.	hispanische Mann	Ich fühlte ..., als ich sah, dass mein bester Freund mit der Ehefrau eines Bekannten fremd ging.		verletzt	fear
verletzt	Mein bester Freund hat meine Vertrauen gebrochen und meine Werte missachtet, was mich verletzt und traurig macht.	hispanische Mann	Ich fühlte ..., als ich sah, dass mein bester Freund mit der Ehefrau eines Bekannten fremd ging.		verletzt	sadness
verletzt	Mein bester Freund hat meine Vertrauen gebrochen und meine Werte missachtet, was mich verletzt und traurig macht.	hispanische Mann	Ich fühlte ..., als ich sah, dass mein bester Freund mit der Ehefrau eines Bekannten fremd ging.		verletzt	sadness
erbitterung	Ich würde Erbitterung empfinden, wenn ich verdorbene Lebensmittel in meinem Kühlschrank entdeckte, weil ich mich um meine Gesundheit und das Wohlbefinden meiner Familie sorge und ich mich von solchen Dingen betrogen fühlen würde.	hispanische Mann	Ich fühlte ..., als ich verdorbene Lebensmittel (Margarine) in meinem Kühlschrank entdeckte.			Cannot map the emotion
scham	Ich würde Scham empfinden, wenn ich meinem Freund nicht geholfen habe, obwohl ich es hätte tun können. Ich würde mich schämen, weil ich mich nicht für ihn eingesetzt habe, obwohl er mich brauchte.	hispanische Mann	Ich fühlte ..., als ich einem Freund nicht sofort meine Hilfe angeboten habe, als er sie so sehr benötigt hat. Es ging nur um Geld.		scham	anger
scham	Ich würde Scham empfinden, wenn ich meinem Freund nicht geholfen habe, obwohl ich es hätte tun können. Ich würde mich schämen, weil ich mich nicht für ihn eingesetzt habe, obwohl er mich brauchte.	hispanische Mann	Ich fühlte ..., als ich einem Freund nicht sofort meine Hilfe angeboten habe, als er sie so sehr benötigt hat. Es ging nur um Geld.		scham	disgust
scham	Ich würde Scham empfinden, wenn ich meinem Freund nicht geholfen habe, obwohl ich es hätte tun können. Ich würde mich schämen, weil ich mich nicht für ihn eingesetzt habe, obwohl er mich brauchte.	hispanische Mann	Ich fühlte ..., als ich einem Freund nicht sofort meine Hilfe angeboten habe, als er sie so sehr benötigt hat. Es ging nur um Geld.		scham	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich vergaß, die Rechnung zu bezahlen, weil ich mich schäme, dass ich so leichtfertig war und ich befürchte, dass die anderen mich für unzuverlässig halten.	hispanische Mann	Ich fühlte ..., als ich vergaß die Rechnung zu bezahlen		verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich vergaß, die Rechnung zu bezahlen, weil ich mich schäme, dass ich so leichtfertig war und ich befürchte, dass die anderen mich für unzuverlässig halten.	hispanische Mann	Ich fühlte ..., als ich vergaß die Rechnung zu bezahlen		verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich vergaß, die Rechnung zu bezahlen, weil ich mich schäme, dass ich so leichtfertig war und ich befürchte, dass die anderen mich für unzuverlässig halten.	hispanische Mann	Ich fühlte ..., als ich vergaß die Rechnung zu bezahlen		verlegenheit	surprise
indignación	Ich würde Indignación empfinden, wenn ich Ungerechtigkeit in den Nachrichten sehe, weil es mich verletzt und ich mich fragen muss, warum solche Dinge passieren.	hispanische Mann	Ich fühle ..., wenn in den Nachrichten so viele ungerechte Dinge gezeigt werden.			Cannot map the emotion
verlegenheit	Ein Fleck auf meiner Hose ist ein unangenehmer Fehler, der mich als Mann in Verlegenheit bringt.	hispanische Mann	Ich fühlte ..., als ich den riesigen Fleck auf meiner Hose entdeckte.		verlegenheit	fear
verlegenheit	Ein Fleck auf meiner Hose ist ein unangenehmer Fehler, der mich als Mann in Verlegenheit bringt.	hispanische Mann	Ich fühlte ..., als ich den riesigen Fleck auf meiner Hose entdeckte.		verlegenheit	sadness
verlegenheit	Ein Fleck auf meiner Hose ist ein unangenehmer Fehler, der mich als Mann in Verlegenheit bringt.	hispanische Mann	Ich fühlte ..., als ich den riesigen Fleck auf meiner Hose entdeckte.		verlegenheit	surprise
schuld	Ich fühle mich schuldig, weil ich mich nicht mehr im Griff habe und meine Verantwortung überschritten habe.	hispanische Mann	Ich fühlte ..., weil ich bei der Betriebsfeier ein wenig über den Durst getrunken habe.		schuld	anger
schuld	Ich fühle mich schuldig, weil ich mich nicht mehr im Griff habe und meine Verantwortung überschritten habe.	hispanische Mann	Ich fühlte ..., weil ich bei der Betriebsfeier ein wenig über den Durst getrunken habe.		schuld	disgust
schuld	Ich fühle mich schuldig, weil ich mich nicht mehr im Griff habe und meine Verantwortung überschritten habe.	hispanische Mann	Ich fühlte ..., weil ich bei der Betriebsfeier ein wenig über den Durst getrunken habe.		schuld	disgust
schuld	Ich fühle mich schuldig, weil ich mich nicht mehr im Griff habe und meine Verantwortung überschritten habe.	hispanische Mann	Ich fühlte ..., weil ich bei der Betriebsfeier ein wenig über den Durst getrunken habe.		schuld	sadness
schuld	Ich fühle mich schuldig, weil ich mich nicht mehr im Griff habe und meine Verantwortung überschritten habe.	hispanische Mann	Ich fühlte ..., weil ich bei der Betriebsfeier ein wenig über den Durst getrunken habe.		schuld	sadness
ira	Ich würde Ira empfinden, wenn ich unrecht kritisiert wurde, weil es meine Ehre und mein Selbstwertgefühl berührt.	hispanische Mann	Ich fühlte ..., als ich auf Arbeit zu unrecht kritisiert wurde.			Cannot map the emotion
frustración	Ich würde Frustration empfinden, wenn mein Bafög nicht überwiesen wurde, weil ich mich auf diese Unterstützung verlassen habe und es schwierig ist, meine Finanzen zu managen.	hispanische Mann	Ich fühlte ..., als vor Jahren mir mein Bafög längere Zeit nicht überwiesen wurde.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich sehe, dass meine Kollegen ihre Arbeit verloren haben, weil ich mich Sorgen mache um die Zukunft meiner Firma und die Menschen, die ich kenne.	hispanische Mann	Ich fühlte ... ab dem Tag wo viele Mitarbeiter in meiner Firma ihre Arbeit verloren.			Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, weil ich mich in einer öffentlichen Situation blamiert habe und ich Angst habe, dass andere mich beobachten und mich für dumm halten.	hispanische Mann	Ich fühlte ..., als ich aus Versehen in das Erbrochene in der Fußgängerzone getreten bin		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, weil ich mich in einer öffentlichen Situation blamiert habe und ich Angst habe, dass andere mich beobachten und mich für dumm halten.	hispanische Mann	Ich fühlte ..., als ich aus Versehen in das Erbrochene in der Fußgängerzone getreten bin		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, weil ich mich in einer öffentlichen Situation blamiert habe und ich Angst habe, dass andere mich beobachten und mich für dumm halten.	hispanische Mann	Ich fühlte ..., als ich aus Versehen in das Erbrochene in der Fußgängerzone getreten bin		verlegenheit	surprise
desesperación	Ich würde Desesperación empfinden, wenn mein Konto ins Minus rutschte, weil ich mich sehr um meine Finanzen sorge und ich mich nicht sicher bin, wie ich meine Ausgaben reduzieren kann, um wieder in den schwarzen Zahlen zu kommen.	hispanische Mann	Ich fühlte ..., als mein Konto ins Minus rutschte.			Cannot map the emotion
ekel	Ich würde Ekel empfinden, wenn ich widerliche Dinge wie Schlatz aus Rohren entfernen müsste. Es ist unangenehm und unhygienisch.	hispanische Mann	Ich fühlte ..., als ich den Abfluß in der Küche reinigen musste. Ich musste mir Handschuhe anziehen, die Rohre abschrauben und so widerlichen Schlatz aus den Rohren ziehen.		ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich widerliche Dinge wie Schlatz aus Rohren entfernen müsste. Es ist unangenehm und unhygienisch.	hispanische Mann	Ich fühlte ..., als ich den Abfluß in der Küche reinigen musste. Ich musste mir Handschuhe anziehen, die Rohre abschrauben und so widerlichen Schlatz aus den Rohren ziehen.		ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich widerliche Dinge wie Schlatz aus Rohren entfernen müsste. Es ist unangenehm und unhygienisch.	hispanische Mann	Ich fühlte ..., als ich den Abfluß in der Küche reinigen musste. Ich musste mir Handschuhe anziehen, die Rohre abschrauben und so widerlichen Schlatz aus den Rohren ziehen.		ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich widerliche Dinge wie Schlatz aus Rohren entfernen müsste. Es ist unangenehm und unhygienisch.	hispanische Mann	Ich fühlte ..., als ich den Abfluß in der Küche reinigen musste. Ich musste mir Handschuhe anziehen, die Rohre abschrauben und so widerlichen Schlatz aus den Rohren ziehen.		ekel	sadness
verletzt	Ich würde mich verletzt fühlen, wenn jemand meine Idee als seine eigenen präsentiert, ohne mich zu beachten oder zu respektieren. Es wäre, als würde man meine Identität und meine Arbeit ignorieren.	hispanische Mann	Ich fühlte ..., als ein Kollege eine Projektidee als seine verkaufte, obwohl es meine war.		verletzt	anger
verletzt	Ich würde mich verletzt fühlen, wenn jemand meine Idee als seine eigenen präsentiert, ohne mich zu beachten oder zu respektieren. Es wäre, als würde man meine Identität und meine Arbeit ignorieren.	hispanische Mann	Ich fühlte ..., als ein Kollege eine Projektidee als seine verkaufte, obwohl es meine war.		verletzt	fear
